player_id,name,team,date,season,ip_outs,h,r,er,bb,so,hr,bf,hbp,w,l,sv,gs
hessd001,David Hess,BAL,,2019,6,8,6,6,0,0,3,13,0,0,1,0,1
lucaj001,Josh Lucas,BAL,,2019,6,1,0,0,0,2,0,7,0,0,0,0,0
scott003,Tanner Scott,BAL,,2019,6,2,1,1,3,1,0,8,0,0,0,0,0
wrigm001,Mike Wright,BAL,,2019,6,2,1,1,1,3,0,9,0,0,0,0,0
casha001,Andrew Cashner,BAL,,2019,15,5,2,2,1,6,1,21,0,0,0,0,1
yacaj001,Jimmy Yacabonis,BAL,,2019,4,1,0,0,1,0,0,6,0,0,0,0,0
fry-p001,Paul Fry,BAL,,2019,2,0,1,1,1,1,0,3,0,0,0,0,0
phile001,Evan Phillips,BAL,,2019,1,1,1,1,1,1,0,3,0,0,0,0,0
givem001,Mychal Givens,BAL,,2019,5,2,1,1,0,2,1,6,0,0,0,0,0
meanj001,John Means,BAL,,2019,6,0,0,0,1,4,0,7,0,1,0,0,0
eshet001,Tom Eshelman,BAL,,2019,15,6,2,2,1,0,0,21,0,0,0,0,1
castm002,Miguel Castro,BAL,,2019,6,2,1,1,2,3,0,9,0,0,0,0,0
yacaj001,Jimmy Yacabonis,BAL,,2019,3,0,0,0,0,2,0,3,0,0,0,0,0
wojca001,Asher Wojciechowski,BAL,,2019,16,5,4,4,2,6,1,23,0,0,1,0,1
fry-p001,Paul Fry,BAL,,2019,4,1,1,1,0,1,0,5,0,0,0,0,0
yacaj001,Jimmy Yacabonis,BAL,,2019,1,2,1,1,1,0,0,4,0,0,0,0,0
givem001,Mychal Givens,BAL,,2019,3,0,0,0,1,3,0,4,0,0,0,0,0
meanj001,John Means,BAL,,2019,21,6,3,2,0,5,1,27,0,0,0,0,1
givem001,Mychal Givens,BAL,,2019,3,1,0,0,0,0,0,3,0,1,0,0,0
bleir001,Richard Bleier,BAL,,2019,2,4,3,3,0,0,0,7,1,0,0,0,0
armss001,Shawn Armstrong,BAL,,2019,1,0,0,0,0,1,0,1,0,0,0,1,0
wojca001,Asher Wojciechowski,BAL,,2019,21,5,4,4,1,5,1,28,1,0,0,0,1
scott003,Tanner Scott,BAL,,2019,2,0,0,0,0,2,0,3,1,0,0,0,0
harvh001,Hunter Harvey,BAL,,2019,1,0,0,0,0,1,0,1,0,0,0,0,0
givem001,Mychal Givens,BAL,,2019,3,0,0,0,0,2,0,3,0,0,0,0,0
tated001,Dillon Tate,BAL,,2019,2,1,1,1,1,0,0,4,0,0,1,0,0
blact002,Ty Blach,BAL,,2019,15,2,2,2,4,2,1,19,0,1,0,0,1
armss001,Shawn Armstrong,BAL,,2019,6,2,0,0,0,2,0,8,0,0,0,0,0
givem001,Mychal Givens,BAL,,2019,3,0,0,0,0,2,0,3,0,0,0,0,0
bleir001,Richard Bleier,BAL,,2019,3,0,0,0,0,1,0,3,0,0,0,1,0
ynoag001,Gabriel Ynoa,BAL,,2019,19,6,2,2,0,2,1,24,0,0,1,0,1
fry-p001,Paul Fry,BAL,,2019,3,1,0,0,0,0,0,4,1,0,0,0,0
castm002,Miguel Castro,BAL,,2019,2,0,0,0,1,0,0,3,0,0,0,0,0
bundd001,Dylan Bundy,BAL,,2019,15,6,3,3,2,4,1,24,1,1,0,0,1
fry-p001,Paul Fry,BAL,,2019,3,0,0,0,0,1,0,2,0,0,0,0,0
klinb001,Branden Kline,BAL,,2019,3,2,1,1,1,3,0,6,0,0,0,0,0
armss001,Shawn Armstrong,BAL,,2019,3,2,1,0,0,2,0,6,0,0,0,0,0
bleir001,Richard Bleier,BAL,,2019,1,4,3,3,0,0,0,5,0,0,0,0,0
givem001,Mychal Givens,BAL,,2019,2,0,0,0,0,2,0,2,0,0,0,1,0
meanj001,John Means,BAL,,2019,18,4,1,1,1,5,0,23,1,0,0,0,1
armss001,Shawn Armstrong,BAL,,2019,3,0,0,0,1,0,0,4,0,0,0,0,0
castm002,Miguel Castro,BAL,,2019,3,1,0,0,0,2,0,4,0,0,0,0,0
bleir001,Richard Bleier,BAL,,2019,6,2,0,0,0,0,0,8,0,0,0,0,0
fry-p001,Paul Fry,BAL,,2019,5,2,1,1,0,2,0,8,1,0,1,0,0
hessd001,David Hess,BAL,,2019,18,8,4,3,1,2,1,26,0,0,1,0,1
castm002,Miguel Castro,BAL,,2019,6,0,0,0,1,3,0,6,0,0,0,0,0
hessd001,David Hess,BAL,,2019,19,0,0,0,1,8,0,20,0,1,0,0,1
araup001,Pedro Araujo,BAL,,2019,2,2,2,2,1,0,1,4,0,0,0,0,0
wrigm001,Mike Wright,BAL,,2019,3,2,2,2,0,1,1,5,0,0,0,0,0
bleir001,Richard Bleier,BAL,,2019,3,2,1,1,0,1,0,5,0,0,0,1,0
casha001,Andrew Cashner,BAL,,2019,18,4,0,0,3,3,0,24,0,1,0,0,1
fry-p001,Paul Fry,BAL,,2019,6,1,0,0,1,0,0,7,0,0,0,0,0
castm002,Miguel Castro,BAL,,2019,3,1,1,1,0,1,1,4,0,0,0,1,0
karnn001,Nate Karns,BAL,,2019,6,3,1,0,0,4,0,8,0,0,1,0,1
yacaj001,Jimmy Yacabonis,BAL,,2019,7,3,1,1,1,0,1,10,0,0,0,0,0
bleir001,Richard Bleier,BAL,,2019,5,0,0,0,0,1,0,5,0,0,0,0,0
wothm001,Matt Wotherspoon,BAL,,2019,6,4,3,3,1,0,1,10,0,0,0,0,0
bundd001,Dylan Bundy,BAL,,2019,20,3,1,1,2,6,1,25,0,1,0,0,1
bleir001,Richard Bleier,BAL,,2019,3,1,0,0,0,1,0,4,0,0,0,0,0
castm002,Miguel Castro,BAL,,2019,1,0,0,0,0,0,0,1,0,0,0,0,0
fry-p001,Paul Fry,BAL,,2019,3,0,0,0,0,1,0,3,0,0,0,1,0
casha001,Andrew Cashner,BAL,,2019,21,3,1,1,0,4,0,24,0,1,0,0,1
yacaj001,Jimmy Yacabonis,BAL,,2019,3,0,0,0,0,3,0,3,0,0,0,0,0
armss001,Shawn Armstrong,BAL,,2019,3,0,0,0,1,1,0,4,0,0,0,0,0
wojca001,Asher Wojciechowski,BAL,,2019,13,4,3,3,3,6,1,20,0,0,1,0,1
armss001,Shawn Armstrong,BAL,,2019,3,1,2,2,1,1,0,5,0,0,0,0,0
bleir001,Richard Bleier,BAL,,2019,2,2,1,1,0,0,0,4,0,0,0,0,0
ynoag001,Gabriel Ynoa,BAL,,2019,3,2,0,0,0,1,0,5,0,0,0,0,0
fry-p001,Paul Fry,BAL,,2019,3,0,0,0,0,1,0,2,0,0,0,0,0
shepc001,Chandler Shepherd,BAL,,2019,9,6,6,6,1,2,3,16,1,0,0,0,1
phile001,Evan Phillips,BAL,,2019,6,0,0,0,1,1,0,7,0,0,0,0,0
castm002,Miguel Castro,BAL,,2019,3,1,0,0,0,1,0,4,0,0,0,0,0
fry-p001,Paul Fry,BAL,,2019,1,1,1,1,0,0,1,2,0,0,0,0,0
givem001,Mychal Givens,BAL,,2019,2,0,0,0,0,0,0,2,0,0,0,0,0
klinb001,Branden Kline,BAL,,2019,3,0,0,0,1,0,0,3,0,0,0,0,0
armss001,Shawn Armstrong,BAL,,2019,3,3,2,2,0,1,0,7,1,0,0,0,0
tated001,Dillon Tate,BAL,,2019,3,0,0,0,0,1,0,4,1,0,0,0,0
hessd001,David Hess,BAL,,2019,6,0,1,0,2,1,0,9,1,0,0,0,0
eader001,Ryan Eades,BAL,,2019,8,2,1,1,1,0,1,10,0,0,1,0,0
bundd001,Dylan Bundy,BAL,,2019,21,3,2,2,2,6,1,26,0,1,0,0,1
scott003,Tanner Scott,BAL,,2019,3,0,0,0,0,2,0,3,0,0,0,0,0
scott004,Tayler Scott,BAL,,2019,3,3,2,2,0,2,0,7,1,0,0,0,0
ynoag001,Gabriel Ynoa,BAL,,2019,12,4,2,2,2,5,2,18,0,0,1,0,1
fry-p001,Paul Fry,BAL,,2019,3,1,1,1,1,0,1,5,0,0,0,0,0
brooa001,Aaron Brooks,BAL,,2019,6,0,0,0,1,1,0,6,0,0,0,0,0
bleir001,Richard Bleier,BAL,,2019,3,0,0,0,0,3,0,3,0,0,0,0,0
givem001,Mychal Givens,BAL,,2019,3,0,0,0,0,2,0,3,0,0,0,1,0
brooa001,Aaron Brooks,BAL,,2019,18,2,0,0,1,6,0,22,1,1,0,0,1
bleir001,Richard Bleier,BAL,,2019,2,1,0,0,0,1,0,3,0,0,0,0,0
castm002,Miguel Castro,BAL,,2019,1,0,0,0,0,0,0,1,0,0,0,0,0
harvh001,Hunter Harvey,BAL,,2019,3,1,0,0,2,2,0,6,0,0,0,0,0
ynoag001,Gabriel Ynoa,BAL,,2019,3,1,0,0,0,0,0,3,0,0,0,0,0
scott004,Tayler Scott,BAL,,2019,3,2,0,0,0,0,0,5,0,0,0,0,0
wojca001,Asher Wojciechowski,BAL,,2019,12,6,5,5,0,3,1,19,1,0,1,0,1
bleir001,Richard Bleier,BAL,,2019,1,4,3,3,0,0,0,5,0,0,0,0,0
tated001,Dillon Tate,BAL,,2019,5,0,0,0,1,1,0,6,0,0,0,0,0
